source,line,kind,token,target,status,semantics
.agents/skills/archify/scripts/yss-safe-deliver.mjs,7,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.mjs,2,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.mjs,3,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.mjs,4,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.mjs,5,import-export,./inventory.mjs,.agents/skills/llm-wiki/scripts/inventory.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.mjs,6,import-export,./lint-wikilinks.mjs,.agents/skills/llm-wiki/scripts/lint-wikilinks.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,1,import-export,node:assert/strict,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,2,import-export,node:child_process,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,3,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,4,import-export,node:os,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,5,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,6,import-export,node:test,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,7,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,8,import-export,./inventory.mjs,.agents/skills/llm-wiki/scripts/inventory.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,9,import-export,./advise.mjs,.agents/skills/llm-wiki/scripts/advise.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/advise.test.mjs,10,import-export,./lint-wikilinks.mjs,.agents/skills/llm-wiki/scripts/lint-wikilinks.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/extract.mjs,2,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/extract.mjs,3,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/extract.mjs,4,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/extract.test.mjs,1,import-export,node:assert/strict,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/extract.test.mjs,2,import-export,node:test,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/extract.test.mjs,3,import-export,./extract.mjs,.agents/skills/llm-wiki/scripts/extract.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.mjs,2,import-export,node:crypto,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.mjs,3,import-export,node:child_process,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.mjs,4,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.mjs,5,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.mjs,6,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.test.mjs,1,import-export,node:assert/strict,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.test.mjs,2,import-export,node:child_process,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.test.mjs,3,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.test.mjs,4,import-export,node:os,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.test.mjs,5,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.test.mjs,6,import-export,node:test,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.test.mjs,7,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/inventory.test.mjs,8,import-export,./inventory.mjs,.agents/skills/llm-wiki/scripts/inventory.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.mjs,2,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.mjs,3,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.mjs,4,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.mjs,5,import-export,./extract.mjs,.agents/skills/llm-wiki/scripts/extract.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.mjs,6,import-export,./inventory.mjs,.agents/skills/llm-wiki/scripts/inventory.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.test.mjs,1,import-export,node:assert/strict,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.test.mjs,2,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.test.mjs,3,import-export,node:os,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.test.mjs,4,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.test.mjs,5,import-export,node:test,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.test.mjs,6,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.test.mjs,7,import-export,./inventory.mjs,.agents/skills/llm-wiki/scripts/inventory.mjs,resolved-file,lexical-reference-candidate
.agents/skills/llm-wiki/scripts/lint-wikilinks.test.mjs,8,import-export,./lint-wikilinks.mjs,.agents/skills/llm-wiki/scripts/lint-wikilinks.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-antd-design/scripts/validate-frontmatter.mjs,2,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/yss-antd-design/scripts/validate-frontmatter.mjs,3,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-antd-design/scripts/validate-frontmatter.mjs,4,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-antd-design/scripts/validate-frontmatter.test.mjs,1,import-export,node:assert/strict,,external-module,lexical-reference-candidate
.agents/skills/yss-antd-design/scripts/validate-frontmatter.test.mjs,2,import-export,node:test,,external-module,lexical-reference-candidate
.agents/skills/yss-antd-design/scripts/validate-frontmatter.test.mjs,3,import-export,./validate-frontmatter.mjs,.agents/skills/yss-antd-design/scripts/validate-frontmatter.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs,2,import-export,node:crypto,,external-module,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs,3,import-export,node:child_process,,external-module,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs,4,import-export,node:fs,,external-module,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs,5,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs,6,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs,7,import-export,./validate-fact-pack.mjs,.agents/skills/yss-antdv-next-design/scripts/validate-fact-pack.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/validate-fact-pack.mjs,2,import-export,node:crypto,,external-module,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/validate-fact-pack.mjs,3,import-export,node:fs,,external-module,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/validate-fact-pack.mjs,4,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-antdv-next-design/scripts/validate-fact-pack.mjs,5,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,1,import-export,../../../../scripts/fixtures/user-decision/build-fixture.mjs,scripts/fixtures/user-decision/build-fixture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,1,scripts-literal,../../../../scripts/fixtures/user-decision/build-fixture.mjs,scripts/fixtures/user-decision/build-fixture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,2,import-export,node:assert/strict,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,3,import-export,node:child_process,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,4,import-export,node:crypto,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,5,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,6,import-export,node:os,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,7,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,8,import-export,node:test,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,9,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,11,import-export,../../yss-web-controller/scripts/generate_controller.mjs,.agents/skills/yss-web-controller/scripts/generate_controller.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,11,scripts-literal,../../yss-web-controller/scripts/generate_controller.mjs,.agents/skills/yss-web-controller/scripts/generate_controller.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-compatibility.test.mjs,12,import-export,./run_first_slice_verification.mjs,.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-verification.test.mjs,1,import-export,node:assert/strict,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-verification.test.mjs,2,import-export,node:crypto,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-verification.test.mjs,3,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-verification.test.mjs,4,import-export,node:os,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-verification.test.mjs,5,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-verification.test.mjs,6,import-export,node:test,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-verification.test.mjs,7,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/first-slice-verification.test.mjs,9,import-export,./run_first_slice_verification.mjs,.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,3,import-export,node:child_process,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,4,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,5,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,6,import-export,node:process,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,7,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,9,import-export,./run_scaffold_verification.mjs,.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,3,import-export,../../../../scripts/lib/user-decision.mjs,scripts/lib/user-decision.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,3,scripts-literal,../../../../scripts/lib/user-decision.mjs,scripts/lib/user-decision.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,4,import-export,node:crypto,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,5,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,6,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,7,import-export,node:process,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,8,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,9,import-export,../../../../scripts/vendor/yaml.mjs,scripts/vendor/yaml.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,9,scripts-literal,../../../../scripts/vendor/yaml.mjs,scripts/vendor/yaml.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,10,import-export,../../../../scripts/lib/scaffold-local-database.mjs,scripts/lib/scaffold-local-database.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,10,scripts-literal,../../../../scripts/lib/scaffold-local-database.mjs,scripts/lib/scaffold-local-database.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,11,import-export,../../../../scripts/lib/backend-architecture.mjs,scripts/lib/backend-architecture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,11,scripts-literal,../../../../scripts/lib/backend-architecture.mjs,scripts/lib/backend-architecture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,12,import-export,../../../../scripts/lib/json-schema.mjs,scripts/lib/json-schema.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,12,scripts-literal,../../../../scripts/lib/json-schema.mjs,scripts/lib/json-schema.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,14,import-export,../../../../scripts/lib/repository-scope-policy.mjs,scripts/lib/repository-scope-policy.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,18,scripts-literal,../../../../scripts/lib/repository-scope-policy.mjs,scripts/lib/repository-scope-policy.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/generate_scaffold.mjs,55,scripts-literal,scripts/generate_scaffold.mjs,,unresolved-literal,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,3,import-export,node:crypto,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,4,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,5,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,6,import-export,node:process,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,7,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,9,import-export,./run_scaffold_verification.mjs,.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,10,import-export,../../../../scripts/lib/backend-architecture.mjs,scripts/lib/backend-architecture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,10,scripts-literal,../../../../scripts/lib/backend-architecture.mjs,scripts/lib/backend-architecture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,11,import-export,../../../../scripts/lib/first-slice-architecture.mjs,scripts/lib/first-slice-architecture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_first_slice_verification.mjs,11,scripts-literal,../../../../scripts/lib/first-slice-architecture.mjs,scripts/lib/first-slice-architecture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,3,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,4,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,5,import-export,node:process,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,6,import-export,node:child_process,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,7,import-export,../../../../scripts/lib/backend-architecture.mjs,scripts/lib/backend-architecture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,7,scripts-literal,../../../../scripts/lib/backend-architecture.mjs,scripts/lib/backend-architecture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,8,import-export,../../../../scripts/lib/scaffold-local-database.mjs,scripts/lib/scaffold-local-database.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,8,scripts-literal,../../../../scripts/lib/scaffold-local-database.mjs,scripts/lib/scaffold-local-database.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,123,scripts-literal,scripts/run_scaffold_verification.mjs,,unresolved-literal,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,1,import-export,../../../../scripts/fixtures/user-decision/build-fixture.mjs,scripts/fixtures/user-decision/build-fixture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,1,scripts-literal,../../../../scripts/fixtures/user-decision/build-fixture.mjs,scripts/fixtures/user-decision/build-fixture.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,2,import-export,node:assert/strict,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,3,import-export,node:child_process,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,4,import-export,node:crypto,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,5,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,6,import-export,node:fs,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,7,import-export,node:os,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,8,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,9,import-export,node:test,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,10,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,11,import-export,./run_scaffold_verification.mjs,.agents/skills/yss-ddd-scaffold-generator/scripts/run_scaffold_verification.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,12,import-export,../../../../scripts/lib/git-submodule-fixtures.mjs,scripts/lib/git-submodule-fixtures.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,12,scripts-literal,../../../../scripts/lib/git-submodule-fixtures.mjs,scripts/lib/git-submodule-fixtures.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,13,import-export,../../../../scripts/lib/repository-scope-policy.mjs,scripts/lib/repository-scope-policy.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-ddd-scaffold-generator/scripts/scaffold-generator.test.mjs,13,scripts-literal,../../../../scripts/lib/repository-scope-policy.mjs,scripts/lib/repository-scope-policy.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-design-system/scripts/validate-frontmatter.mjs,2,import-export,node:fs/promises,,external-module,lexical-reference-candidate
.agents/skills/yss-design-system/scripts/validate-frontmatter.mjs,3,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-design-system/scripts/validate-frontmatter.mjs,4,import-export,node:url,,external-module,lexical-reference-candidate
.agents/skills/yss-design-system/scripts/validate-frontmatter.test.mjs,1,import-export,node:assert/strict,,external-module,lexical-reference-candidate
.agents/skills/yss-design-system/scripts/validate-frontmatter.test.mjs,2,import-export,node:test,,external-module,lexical-reference-candidate
.agents/skills/yss-design-system/scripts/validate-frontmatter.test.mjs,3,import-export,./validate-frontmatter.mjs,.agents/skills/yss-design-system/scripts/validate-frontmatter.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-frontend-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,2,import-export,./generate_scaffold.mjs,.agents/skills/yss-frontend-scaffold-generator/scripts/generate_scaffold.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-frontend-scaffold-generator/scripts/generate_and_verify_scaffold.mjs,3,import-export,./run_scaffold_verification.mjs,.agents/skills/yss-frontend-scaffold-generator/scripts/run_scaffold_verification.mjs,resolved-file,lexical-reference-candidate
.agents/skills/yss-frontend-scaffold-generator/scripts/generate_scaffold.mjs,2,import-export,node:crypto,,external-module,lexical-reference-candidate
.agents/skills/yss-frontend-scaffold-generator/scripts/generate_scaffold.mjs,3,import-export,node:fs,,external-module,lexical-reference-candidate
.agents/skills/yss-frontend-scaffold-generator/scripts/generate_scaffold.mjs,4,import-export,node:path,,external-module,lexical-reference-candidate
.agents/skills/yss-frontend-scaffold-generator/scripts/generate_scaffold.mjs,5,import-export,node:child_process,,external-module,lexical-reference-candidate
